tid,attribute,correct_val
4250,Datetime,05/07/2019 09:46:00 PM
4250,Latitude,47.705096000000005
4250,Longitude,-122.344695
4250,Incident Number,F190046309
4251,Address,1750 Alki Av Sw
4251,Type,Aid Response Yellow
4251,Datetime,05/07/2019 09:39:00 PM
4251,Latitude,47.588024
4251,Longitude,-122.395839
4251,Incident Number,F190046308
4252,Address,Blanchard St / 2nd Av
4252,Type,Medic Response
4252,Datetime,05/07/2019 09:25:00 PM
4252,Latitude,47.613271000000005
4252,Longitude,-122.344353
4252,Incident Number,F190046307
4253,Address,4724 7th Av Ne
4253,Type,Aid Response
4253,Datetime,05/07/2019 09:23:00 PM
4253,Latitude,47.663902
4253,Longitude,-122.32071
4253,Incident Number,F190046306
4254,Address,5307 Sw Admiral Way
4254,Type,Aid Response
4254,Datetime,05/07/2019 09:16:00 PM
4254,Latitude,47.579041
4254,Longitude,-122.40026599999999
4254,Incident Number,F190046304
4255,Address,9201 Rainier Av S
4255,Type,Aid Response
4255,Datetime,05/07/2019 09:12:00 PM
4255,Latitude,47.52101
4255,Longitude,-122.269997
4255,Incident Number,F190046302
4256,Address,2317 10th Av E
4256,Type,Aid Response
4256,Datetime,05/07/2019 09:11:00 PM
4256,Latitude,47.639842
4256,Longitude,-122.32006200000001
4256,Incident Number,F190046303
4257,Address,5053 Sw Waite St
4257,Type,Aid Response
4257,Datetime,05/07/2019 09:11:00 PM
4257,Latitude,47.581246
4257,Longitude,-122.395954
4257,Incident Number,F190046301
4258,Address,Rainier Av S / S Graham St
4258,Type,Aid Response
4258,Datetime,05/07/2019 09:07:00 PM
4258,Latitude,47.546027
4258,Longitude,-122.275989
4258,Incident Number,F190046300
4259,Address,Alki Av Sw / Marine Av Sw
4259,Type,Aid Response
4259,Datetime,05/07/2019 09:02:00 PM
4259,Latitude,47.58048
4259,Longitude,-122.40703899999998
4259,Incident Number,F190046299
4260,Address,1102 E Spruce St
4260,Type,Aid Response
4260,Datetime,05/07/2019 08:55:00 PM
4260,Latitude,47.603517
4260,Longitude,-122.318076
4260,Incident Number,F190046298
4261,Address,2360 43rd Av E
4261,Type,Automatic Fire Alarm Resd
4261,Datetime,05/07/2019 08:50:00 PM
4261,Latitude,47.640063
4261,Longitude,-122.277079
4261,Incident Number,F190046297
4262,Address,401 S Jackson St
4262,Type,Medic Response
4262,Datetime,05/07/2019 08:46:00 PM
4262,Latitude,47.599197
4262,Longitude,-122.32895500000001
4262,Incident Number,F190046296
4263,Address,3601 Beacon Av S
4263,Type,Aid Response
4263,Datetime,05/07/2019 08:45:00 PM
4263,Latitude,47.571923999999996
4263,Longitude,-122.30825300000001
4263,Incident Number,F190046295
4264,Address,326 9th Av
4264,Type,Auto Fire Alarm
4264,Datetime,05/07/2019 08:45:00 PM
4264,Latitude,47.603593
4264,Longitude,-122.32295400000001
4264,Incident Number,F190046294
4265,Address,13280 Linden Av N
4265,Type,Aid Response
4265,Datetime,05/07/2019 08:39:00 PM
4265,Latitude,47.72526
4265,Longitude,-122.34790100000001
4265,Incident Number,F190046293
4266,Address,1045 Ne Campus Pkwy
4266,Type,Auto Fire Alarm
4266,Datetime,05/07/2019 08:31:00 PM
4266,Latitude,47.656021
4266,Longitude,-122.31734499999999
4266,Incident Number,F190046289
4267,Address,3rd Av S / S Main St
4267,Type,Aid Response
4267,Datetime,05/07/2019 08:30:00 PM
4267,Latitude,47.599990999999996
4267,Longitude,-122.33034199999999
4267,Incident Number,F190046288
4268,Address,11056 34th Av Ne
4268,Type,Medic Response
4268,Datetime,05/07/2019 08:30:00 PM
4268,Latitude,47.70878
4268,Longitude,-122.292098
4268,Incident Number,F190046287
4269,Address,12th Av S / S Weller St
4269,Type,Medic Response
4269,Datetime,05/07/2019 08:26:00 PM
4269,Latitude,47.5975
4269,Longitude,-122.317227
4269,Incident Number,F190046285
4270,Address,Sb I5 At I90
4270,Type,MVI Freeway
4270,Datetime,05/07/2019 08:18:00 PM
4270,Latitude,47.601669
4270,Longitude,-122.32489699999999
4270,Incident Number,F190046283
4271,Address,204 3rd Av S
4271,Type,Aid Response
4271,Datetime,05/07/2019 08:17:00 PM
4271,Latitude,47.600843
4271,Longitude,-122.330271
4271,Incident Number,F190046282
4272,Address,N 145th St / Aurora Av N
4272,Type,Aid Response
4272,Datetime,05/07/2019 08:11:00 PM
4272,Latitude,47.734128000000005
4272,Longitude,-122.345097
4272,Incident Number,F190046281
4273,Address,Texas Way / 40th Av W
4273,Type,Car Fire
4273,Datetime,05/07/2019 08:08:00 PM
4273,Latitude,47.664564
4273,Longitude,-122.409305
4273,Incident Number,F190046280
4274,Address,201 Broadway E
4274,Type,Electrical Problem
4274,Datetime,05/07/2019 08:07:00 PM
4274,Latitude,47.619908
4274,Longitude,-122.32087299999999
4274,Incident Number,F190046279
4275,Address,9455 27th Av Sw
4275,Type,Aid Response
4275,Datetime,05/07/2019 07:59:00 PM
4275,Latitude,47.518178000000006
4275,Longitude,-122.367277
4275,Incident Number,F190046278
4276,Address,3227 Ne 96th St
4276,Type,Aid Response
4276,Datetime,05/07/2019 07:57:00 PM
4276,Latitude,47.698332
4276,Longitude,-122.29231100000001
4276,Incident Number,F190046277
4277,Address,9th Av Nw / Nw 46th St
4277,Type,MVI Medic
4277,Datetime,05/07/2019 07:53:00 PM
4277,Latitude,47.662196
4277,Longitude,-122.368614
4277,Incident Number,F190046276
4278,Address,5445 Delridge Way Sw
4278,Type,Aid Response
4278,Datetime,05/07/2019 07:40:00 PM
4278,Latitude,47.553312
4278,Longitude,-122.36296899999999
4278,Incident Number,F190046274
4279,Address,11045 8th Av Ne
4279,Type,Aid Response Yellow
4279,Datetime,05/07/2019 07:35:00 PM
4279,Latitude,47.708899
4279,Longitude,-122.320568
4279,Incident Number,F190046273
4280,Address,2831 43rd Av W
4280,Type,Medic Response
4280,Datetime,05/07/2019 07:32:00 PM
4280,Latitude,47.645257
4280,Longitude,-122.411996
4280,Incident Number,F190046272
4281,Address,1311 12th Av S
4281,Type,Rescue Elevator
4281,Datetime,05/07/2019 07:26:00 PM
4281,Latitude,47.591454
4281,Longitude,-122.31728100000001
4281,Incident Number,F190046271
4282,Address,1110 E Pike St
4282,Type,Trans to AMR
4282,Datetime,05/07/2019 07:24:00 PM
4282,Latitude,47.614095
4282,Longitude,-122.318008
4282,Incident Number,F190046270
4283,Address,2401 Utah Av S
4283,Type,Aid Response
4283,Datetime,05/07/2019 07:19:00 PM
4283,Latitude,47.581888
4283,Longitude,-122.335125
4283,Incident Number,F190046269
4284,Address,3rd Av / Seneca St
4284,Type,Aid Response
4284,Datetime,05/07/2019 07:18:00 PM
4284,Latitude,47.60705
4284,Longitude,-122.335324
4284,Incident Number,F190046268
4285,Address,5000 Rainier Av S
4285,Type,Aid Response
4285,Datetime,05/07/2019 07:07:00 PM
4285,Latitude,47.557041
4285,Longitude,-122.28463
4285,Incident Number,F190046265
4286,Address,3820 Rainier Av S
4286,Type,Medic Response
4286,Datetime,05/07/2019 07:00:00 PM
4286,Latitude,47.569608
4286,Longitude,-122.29048600000002
4286,Incident Number,F190046263
4287,Address,W Republican St / Queen Anne Av N
4287,Type,Aid Response
4287,Datetime,05/07/2019 07:00:00 PM
4287,Latitude,47.623277
4287,Longitude,-122.35672
4287,Incident Number,F190046262
4288,Address,Alaskan Way / Lenora St
4288,Type,Bark Fire
4288,Datetime,05/07/2019 06:54:00 PM
4288,Latitude,47.609994
4288,Longitude,-122.346301
4288,Incident Number,F190046259
4289,Address,4519 DENSMORE AV N
4289,Type,Aid Response
4289,Datetime,05/07/2019 06:52:00 PM
4289,Latitude,47.661522999999995
4289,Longitude,-122.33768700000002
4289,Incident Number,F190046258
4290,Address,NB I5 AT 65
4290,Type,Car Fire Freeway
4290,Datetime,05/07/2019 06:49:00 PM
4290,Latitude,47.670322999999996
4290,Longitude,-122.32164399999999
4290,Incident Number,F190046257
4291,Address,3540 S Portland St
4291,Type,Aid Response
4291,Datetime,05/07/2019 06:49:00 PM
4291,Latitude,47.53305
4291,Longitude,-122.28727099999999
4291,Incident Number,F190046256
4292,Address,9023 Mary Av Nw
4292,Type,Medic Response
4292,Datetime,05/07/2019 06:46:00 PM
4292,Latitude,47.694355
4292,Longitude,-122.375451
4292,Incident Number,F190046255
4293,Address,2705 E Madison St
4293,Type,Medic Response
4293,Datetime,05/07/2019 06:44:00 PM
4293,Latitude,47.622692
4293,Longitude,-122.29735
4293,Incident Number,F190046254
4294,Address,1803 18th Av
4294,Type,AFA4 - Auto Alarm 2 + 1 + 1
4294,Datetime,05/07/2019 06:37:00 PM
4294,Latitude,47.617625
4294,Longitude,-122.308833
4294,Incident Number,F190046250
4295,Address,1803 18th Av
4295,Type,Auto Fire Alarm
4295,Datetime,05/07/2019 06:37:00 PM
4295,Latitude,47.617625
4295,Longitude,-122.308833
4295,Incident Number,F190046251
4296,Address,825 Eastlake Av E
4296,Type,Aid Response
4296,Datetime,05/07/2019 06:34:00 PM
4296,Latitude,47.626215
4296,Longitude,-122.329199
4296,Incident Number,F190046249
4297,Address,1930 Boren Av
4297,Type,Aid Response
4297,Datetime,05/07/2019 06:31:00 PM
4297,Latitude,47.617173
4297,Longitude,-122.33310300000001
4297,Incident Number,F190046248
4298,Address,Seward Park Av S / S Henderson St
4298,Type,Aid Response
4298,Datetime,05/07/2019 06:30:00 PM
4298,Latitude,47.523293
4298,Longitude,-122.264555
4298,Incident Number,F190046247
4299,Address,22nd Av S / S Walker St
4299,Type,Aid Response
4299,Datetime,05/07/2019 06:28:00 PM
4299,Latitude,47.583662
4299,Longitude,-122.304252
4299,Incident Number,F190046246
4300,Address,9th Av / Lenora St
4300,Type,Aid Response
4300,Datetime,05/07/2019 06:26:00 PM
4300,Latitude,47.617154
4300,Longitude,-122.33703600000001
4300,Incident Number,F190046244
4301,Address,6900 East Green Lake Way N
4301,Type,Trans to AMR
4301,Datetime,05/07/2019 06:13:00 PM
4301,Latitude,47.678556
4301,Longitude,-122.32683700000001
4301,Incident Number,F190046243
4302,Address,12th Av / E Marion St
4302,Type,Aid Response
4302,Datetime,05/07/2019 06:13:00 PM
4302,Latitude,47.610395000000004
4302,Longitude,-122.316779
4302,Incident Number,F190046241
4303,Address,3013 Beacon Av S
4303,Type,Medic Response
4303,Datetime,05/07/2019 06:07:00 PM
4303,Latitude,47.576896999999995
4303,Longitude,-122.309995
4303,Incident Number,F190046239
4304,Address,923 Nw 54th St
4304,Type,Aid Response
4304,Datetime,05/07/2019 06:04:00 PM
4304,Latitude,47.667885
4304,Longitude,-122.368845
4304,Incident Number,F190046238
4305,Address,26th Av Sw / Sw Barton St
4305,Type,Medic Response- 7 per Rule
4305,Datetime,05/07/2019 05:58:00 PM
4305,Latitude,47.521021999999995
4305,Longitude,-122.365894
4305,Incident Number,F190046235
4306,Address,100 W Harrison St
4306,Type,Aid Response
4306,Datetime,05/07/2019 05:57:00 PM
4306,Latitude,47.622113
4306,Longitude,-122.35803500000002
4306,Incident Number,F190046234
4307,Address,15th Av Nw / Nw Market St
4307,Type,Aid Response
4307,Datetime,05/07/2019 05:52:00 PM
4307,Latitude,47.668667
4307,Longitude,-122.37621399999999
4307,Incident Number,F190046233
4308,Address,2209 1st Av
4308,Type,Aid Response
4308,Datetime,05/07/2019 05:51:00 PM
4308,Latitude,47.612669
4308,Longitude,-122.34531899999999
4308,Incident Number,F190046232
4309,Address,2801 Alaskan Way
4309,Type,Aid Response
4309,Datetime,05/07/2019 05:48:00 PM
4309,Latitude,47.614433
4309,Longitude,-122.354025
4309,Incident Number,F190046231
4310,Address,15th Av Ne / Ne 125th St
4310,Type,4RED - 2 + 1 + 1
4310,Datetime,05/07/2019 05:47:00 PM
4310,Latitude,47.719414
4310,Longitude,-122.312679
4310,Incident Number,F190046229
4311,Address,6th Av / Yesler Way
4311,Type,Aid Response
4311,Datetime,05/07/2019 05:47:00 PM
4311,Latitude,47.60171
4311,Longitude,-122.326351
4311,Incident Number,F190046228
4312,Address,4500 40th Av Ne
4312,Type,Medic Response
4312,Datetime,05/07/2019 05:45:00 PM
4312,Latitude,47.661266
4312,Longitude,-122.284754
4312,Incident Number,F190046227
4313,Address,N 46th St / N Phinney Way
4313,Type,Aid Response
4313,Datetime,05/07/2019 05:43:00 PM
4313,Latitude,47.662133000000004
4313,Longitude,-122.348583
4313,Incident Number,F190046226
4314,Address,9802 M L King Jr Way S
4314,Type,Aid Response
4314,Datetime,05/07/2019 05:42:00 PM
4314,Latitude,47.513405
4314,Longitude,-122.278667
4314,Incident Number,F190046225
4315,Address,1700 E Madison St
4315,Type,Aid Response
4315,Datetime,05/07/2019 05:38:00 PM
4315,Latitude,47.615590000000005
4315,Longitude,-122.310151
4315,Incident Number,F190046224
4316,Address,7501 45th Av S
4316,Type,Water Job Minor
4316,Datetime,05/07/2019 05:35:00 PM
4316,Latitude,47.535213
4316,Longitude,-122.27658000000001
4316,Incident Number,F190046223
4317,Address,1959 Ne Pacific St
4317,Type,Aid Response
4317,Datetime,05/07/2019 05:33:00 PM
4317,Latitude,47.650743
4317,Longitude,-122.30801399999999
4317,Incident Number,F190046222
4318,Address,Ne 44th St / Montlake Blvd Ne
4318,Type,Aid Response
4318,Datetime,05/07/2019 05:27:00 PM
4318,Latitude,47.66035
4318,Longitude,-122.30001000000001
4318,Incident Number,F190046221
4319,Address,2619 5th Av
4319,Type,Medic Response
4319,Datetime,05/07/2019 05:23:00 PM
4319,Latitude,47.618004
4319,Longitude,-122.346424
4319,Incident Number,F190046218
4320,Address,100 S Washington St
4320,Type,Aid Response
4320,Datetime,05/07/2019 05:15:00 PM
4320,Latitude,47.600883
4320,Longitude,-122.33418200000001
4320,Incident Number,F190046215
4321,Address,500 5th Av
4321,Type,Medic Response
4321,Datetime,05/07/2019 05:15:00 PM
4321,Latitude,47.602985
4321,Longitude,-122.328535
4321,Incident Number,F190046216
4322,Address,13280 Linden Av N
4322,Type,Medic Response
4322,Datetime,05/07/2019 05:13:00 PM
4322,Latitude,47.72526
4322,Longitude,-122.34790100000001
4322,Incident Number,F190046213
4323,Address,11036 8th Av Ne
4323,Type,Aid Response
4323,Datetime,05/07/2019 05:07:00 PM
4323,Latitude,47.708833
4323,Longitude,-122.320567
4323,Incident Number,F190046211
4324,Address,920 5th Av
4324,Type,Aid Response
4324,Datetime,05/07/2019 05:05:00 PM
4324,Latitude,47.605977
4324,Longitude,-122.331272
4324,Incident Number,F190046209
4325,Address,Sw Alaska St / 37th Av Sw
4325,Type,Illegal Burn
4325,Datetime,05/07/2019 05:04:00 PM
4325,Latitude,47.561081
4325,Longitude,-122.378772
4325,Incident Number,F190046208
4326,Address,216 James St
4326,Type,Trans to AMR
4326,Datetime,05/07/2019 05:04:00 PM
4326,Latitude,47.602382
4326,Longitude,-122.332338
4326,Incident Number,F190046210
4327,Address,3rd Av / Seneca St
4327,Type,Aid Response
4327,Datetime,05/07/2019 05:02:00 PM
4327,Latitude,47.60705
4327,Longitude,-122.335324
4327,Incident Number,F190046206
4328,Address,Ne 42nd St / 7th Av Ne
4328,Type,Illegal Burn
4328,Datetime,05/07/2019 04:57:00 PM
4328,Latitude,47.657519
4328,Longitude,-122.320846
4328,Incident Number,F190046205
4329,Address,2500 Sw Barton St
4329,Type,Medic Response
4329,Datetime,05/07/2019 04:55:00 PM
4329,Latitude,47.521023
4329,Longitude,-122.364548
4329,Incident Number,F190046203
4330,Address,15th Av Nw / Nw Market St
4330,Type,Trans to AMR
4330,Datetime,05/07/2019 04:53:00 PM
4330,Latitude,47.668667
4330,Longitude,-122.37621399999999
4330,Incident Number,F190046204
4331,Address,2701 3rd Av W
4331,Type,Trans to AMR
4331,Datetime,05/07/2019 04:49:00 PM
4331,Latitude,47.644102000000004
4331,Longitude,-122.360902
4331,Incident Number,F190046202
4332,Address,6940 62nd Av Ne
4332,Type,Aid Response
4332,Datetime,05/07/2019 04:39:00 PM
4332,Latitude,47.678821
4332,Longitude,-122.262227
4332,Incident Number,F190046200
4333,Address,4001 East Stevens Way Ne
4333,Type,Trans to AMR
4333,Datetime,05/07/2019 04:31:00 PM
4333,Latitude,47.656044
4333,Longitude,-122.30456699999999
4333,Incident Number,F190046199
4334,Address,1315 HUBBELL PL
4334,Type,Medic Response
4334,Datetime,05/07/2019 04:29:00 PM
4334,Latitude,47.610444
4334,Longitude,-122.33074199999999
4334,Incident Number,F190046198
4335,Address,Aurora Av N / N 46th St
4335,Type,Aid Response
4335,Datetime,05/07/2019 04:28:00 PM
4335,Latitude,47.662115
4335,Longitude,-122.34721299999998
4335,Incident Number,F190046197
4336,Address,922 N 79TH ST
4336,Type,Aid Response
4336,Datetime,05/07/2019 04:26:00 PM
4336,Latitude,47.686221999999994
4336,Longitude,-122.34691299999999
4336,Incident Number,F190046195
4337,Address,M L King Jr Way S / S Cloverdale St
4337,Type,MVI - Motor Vehicle Incident
4337,Datetime,05/07/2019 04:17:00 PM
4337,Latitude,47.526114
4337,Longitude,-122.279265
4337,Incident Number,F190046192
4338,Address,2418 Nw 56th St
4338,Type,Aid Response
4338,Datetime,05/07/2019 04:13:00 PM
4338,Latitude,47.669458
4338,Longitude,-122.38780700000001
4338,Incident Number,F190046191
4339,Address,Ne 50th St / 12th Av Ne
4339,Type,Aid Response
4339,Datetime,05/07/2019 04:12:00 PM
4339,Latitude,47.664916999999996
4339,Longitude,-122.31523899999999
4339,Incident Number,F190046190
4340,Address,409 Maynard Av S
4340,Type,Aid Response
4340,Datetime,05/07/2019 04:10:00 PM
4340,Latitude,47.599114
4340,Longitude,-122.325055
4340,Incident Number,F190046189
4341,Address,517 3rd Av
4341,Type,Aid Response
4341,Datetime,05/07/2019 04:07:00 PM
4341,Latitude,47.602171999999996
4341,Longitude,-122.330863
4341,Incident Number,F190046188
4342,Address,509 3rd Av
4342,Type,Aid Response
4342,Datetime,05/07/2019 04:05:00 PM
4342,Latitude,47.602114
4342,Longitude,-122.330809
4342,Incident Number,F190046187
4343,Address,3642 33rd Av S
4343,Type,Aid Response
4343,Datetime,05/07/2019 04:01:00 PM
4343,Latitude,47.571233
4343,Longitude,-122.291003
4343,Incident Number,F190046186
4344,Address,Earl Av Nw / Nw 80th St
4344,Type,Fuel Spill
4344,Datetime,05/07/2019 03:58:00 PM
4344,Latitude,47.686774
4344,Longitude,-122.391927
4344,Incident Number,F190046185
4345,Address,6524 62nd Av Ne
4345,Type,Aid Response
4345,Datetime,05/07/2019 03:52:00 PM
4345,Latitude,47.675958
4345,Longitude,-122.26143700000002
4345,Incident Number,F190046183
4346,Address,Rainier Av S / S Walker St
4346,Type,Aid Response
4346,Datetime,05/07/2019 03:51:00 PM
4346,Latitude,47.583656
4346,Longitude,-122.302199
4346,Incident Number,F190046182
4347,Address,1732 16th Av
4347,Type,Aid Response
4347,Datetime,05/07/2019 03:48:00 PM
4347,Latitude,47.616815
4347,Longitude,-122.311453
4347,Incident Number,F190046181
4348,Address,4245 Roosevelt Way Ne
4348,Type,Aid Response
4348,Datetime,05/07/2019 03:42:00 PM
4348,Latitude,47.658297999999995
4348,Longitude,-122.31778200000001
4348,Incident Number,F190046177
4349,Address,MONTLAKE BLVD NE / NE 45TH ST
4349,Type,Aid Response
4349,Datetime,05/07/2019 03:42:00 PM
4349,Latitude,47.661088
4349,Longitude,-122.29834199999999
4349,Incident Number,F190046178
4350,Address,1st Av N / Republican St
4350,Type,Aid Response
4350,Datetime,05/07/2019 03:39:00 PM
4350,Latitude,47.623272
4350,Longitude,-122.355415
4350,Incident Number,F190046176
4351,Address,3846 35th Av Sw
4351,Type,Aid Response
4351,Datetime,05/07/2019 03:38:00 PM
4351,Latitude,47.569349
4351,Longitude,-122.37613400000001
4351,Incident Number,F190046175
4352,Address,2549 S Orcas St
4352,Type,Aid Response
4352,Datetime,05/07/2019 03:37:00 PM
4352,Latitude,47.550955
4352,Longitude,-122.299425
4352,Incident Number,F190046174
4353,Address,1218 3rd Av
4353,Type,Auto Fire Alarm
4353,Datetime,05/07/2019 03:33:00 PM
4353,Latitude,47.607174
4353,Longitude,-122.33543700000001
4353,Incident Number,F190046172
4354,Address,Nw 53rd St / 15th Av Nw
4354,Type,Investigate Out Of Service
4354,Datetime,05/07/2019 03:33:00 PM
4354,Latitude,47.667162
4354,Longitude,-122.376217
4354,Incident Number,F190046173
4355,Address,2230 4th Av S
4355,Type,Aid Response
4355,Datetime,05/07/2019 03:29:00 PM
4355,Latitude,47.583661
4355,Longitude,-122.329054
4355,Incident Number,F190046171
4356,Address,97 Denny Way
4356,Type,Trans to AMR
4356,Datetime,05/07/2019 03:24:00 PM
4356,Latitude,47.618602
4356,Longitude,-122.35546699999999
4356,Incident Number,F190046170
4357,Address,20th Av / E Yesler Way
4357,Type,Aid Response
4357,Datetime,05/07/2019 03:19:00 PM
4357,Latitude,47.601673999999996
4357,Longitude,-122.306352
4357,Incident Number,F190046169
4358,Address,12721 30th Av Ne
4358,Type,Medic Response
4358,Datetime,05/07/2019 03:16:00 PM
4358,Latitude,47.721213
4358,Longitude,-122.29633799999999
4358,Incident Number,F190046167
4359,Address,910 Marion St
4359,Type,Trans to AMR
4359,Datetime,05/07/2019 03:12:00 PM
4359,Latitude,47.607742
4359,Longitude,-122.326595
4359,Incident Number,F190046166
4360,Address,723 S Concord St
4360,Type,Investigate Out Of Service
4360,Datetime,05/07/2019 03:12:00 PM
4360,Latitude,47.523922
4360,Longitude,-122.32500300000001
4360,Incident Number,F190046165
4361,Address,1420 Western Av
4361,Type,Medic Response
4361,Datetime,05/07/2019 03:10:00 PM
4361,Latitude,47.607557
4361,Longitude,-122.340392
4361,Incident Number,F190046164
4362,Address,1400 Discovery Park Blvd
4362,Type,Automatic Fire Alarm False
4362,Datetime,05/07/2019 03:09:00 PM
4362,Latitude,47.660728000000006
4362,Longitude,-122.429304
4362,Incident Number,F190046163
4363,Address,115 W Olympic Pl
4363,Type,Aid Response
4363,Datetime,05/07/2019 02:49:00 PM
4363,Latitude,47.626721999999994
4363,Longitude,-122.35818700000002
4363,Incident Number,F190046162
4364,Address,Ne 145th St / 12th Av Ne
4364,Type,Aid Response
4364,Datetime,05/07/2019 02:35:00 PM
4364,Latitude,47.733977
4364,Longitude,-122.31544199999999
4364,Incident Number,F190046158
4365,Address,1122 3rd Av
4365,Type,Trans to AMR
4365,Datetime,05/07/2019 02:33:00 PM
4365,Latitude,47.60649
4365,Longitude,-122.33481200000001
4365,Incident Number,F190046157
4366,Address,94 Bay St
4366,Type,Trans to AMR
4366,Datetime,05/07/2019 02:30:00 PM
4366,Latitude,47.618412
4366,Longitude,-122.35520600000001
4366,Incident Number,F190046156
4367,Address,9061 Seward Park Av S
4367,Type,Aid Response
4367,Datetime,05/07/2019 02:30:00 PM
4367,Latitude,47.521679
4367,Longitude,-122.264284
4367,Incident Number,F190046155
4368,Address,4800 Sand Point Way Ne
4368,Type,Medic Response
4368,Datetime,05/07/2019 02:21:00 PM
4368,Latitude,47.664275
4368,Longitude,-122.283475
4368,Incident Number,F190046153
4369,Address,2329 Rainier Av S
4369,Type,Medic Response
4369,Datetime,05/07/2019 02:20:00 PM
4369,Latitude,47.582978000000004
4369,Longitude,-122.301682
4369,Incident Number,F190046151
4370,Address,11045 8th Av Ne
4370,Type,Aid Response Yellow
4370,Datetime,05/07/2019 02:17:00 PM
4370,Latitude,47.708899
4370,Longitude,-122.320568
4370,Incident Number,F190046149
4371,Address,5300 24th Av Ne
4371,Type,Aid Response
4371,Datetime,05/07/2019 02:16:00 PM
4371,Latitude,47.66707
4371,Longitude,-122.301946
4371,Incident Number,F190046147
4372,Address,11650 Beacon Av S
4372,Type,Aid Response Yellow
4372,Datetime,05/07/2019 02:15:00 PM
4372,Latitude,47.498464
4372,Longitude,-122.263967
4372,Incident Number,F190046148
4373,Address,2615 Sw Barton St
4373,Type,Aid Response
4373,Datetime,05/07/2019 02:15:00 PM
4373,Latitude,47.521023
4373,Longitude,-122.366095
4373,Incident Number,F190046146
4374,Address,301 2nd Av S
4374,Type,Medic Response
4374,Datetime,05/07/2019 02:14:00 PM
4374,Latitude,47.600032
4374,Longitude,-122.33157299999999
4374,Incident Number,F190046145
4375,Address,4033 Ne 87th St
4375,Type,Aid Response
4375,Datetime,05/07/2019 02:14:00 PM
4375,Latitude,47.691631
4375,Longitude,-122.28493600000002
4375,Incident Number,F190046142
4376,Address,2615 Sw Barton St
4376,Type,Aid Response
4376,Datetime,05/07/2019 02:14:00 PM
4376,Latitude,47.521023
4376,Longitude,-122.366095
4376,Incident Number,F190046144
4377,Address,710 Cherry St
4377,Type,Aid Response
4377,Datetime,05/07/2019 02:02:00 PM
4377,Latitude,47.605387
4377,Longitude,-122.32751100000002
4377,Incident Number,F190046139
4378,Address,2421 Sw Trenton St
4378,Type,Water Job Minor
4378,Datetime,05/07/2019 01:55:00 PM
4378,Latitude,47.524685999999996
4378,Longitude,-122.363452
4378,Incident Number,F190046137
4379,Address,6th Av / Spring St
4379,Type,MVI - Motor Vehicle Incident
4379,Datetime,05/07/2019 01:45:00 PM
4379,Latitude,47.60773
4379,Longitude,-122.33134299999999
4379,Incident Number,F190046134
4380,Address,2400 11th Av E
4380,Type,Auto Fire Alarm
4380,Datetime,05/07/2019 01:45:00 PM
4380,Latitude,47.640875
4380,Longitude,-122.31795
4380,Incident Number,F190046135
4381,Address,3825 46th Av Sw
4381,Type,Aid Response
4381,Datetime,05/07/2019 01:43:00 PM
4381,Latitude,47.570018
4381,Longitude,-122.390778
4381,Incident Number,F190046133
4382,Address,118 Bell St
4382,Type,Rescue Elevator
4382,Datetime,05/07/2019 01:42:00 PM
4382,Latitude,47.613496999999995
4382,Longitude,-122.346355
4382,Incident Number,F190046132
4383,Address,Earl Av Nw / Nw 80th St
4383,Type,Fuel Spill
4383,Datetime,05/07/2019 01:41:00 PM
4383,Latitude,47.686774
4383,Longitude,-122.391927
4383,Incident Number,F190046131
4384,Address,2028 3rd Av
4384,Type,Medic Response
4384,Datetime,05/07/2019 01:28:00 PM
4384,Latitude,47.61261
4384,Longitude,-122.34125
4384,Incident Number,F190046129
4385,Address,1616 Eastlake Av E
4385,Type,Auto Fire Alarm
4385,Datetime,05/07/2019 01:19:00 PM
4385,Latitude,47.633936
4385,Longitude,-122.32555900000001
4385,Incident Number,F190046127
4386,Address,5050 1ST AV S
4386,Type,Medic Response- 6 per Rule
4386,Datetime,05/07/2019 01:18:00 PM
4386,Latitude,47.55697
4386,Longitude,-122.33421399999999
4386,Incident Number,F190046126
4387,Address,California Av Sw / Sw Hill St
4387,Type,Aid Response
4387,Datetime,05/07/2019 01:14:00 PM
4387,Latitude,47.585371
4387,Longitude,-122.386371
4387,Incident Number,F190046124
4388,Address,2146 N 64th St
4388,Type,Aid Response
4388,Datetime,05/07/2019 01:05:00 PM
4388,Latitude,47.67521
4388,Longitude,-122.332095
4388,Incident Number,F190046123
4389,Address,110 Vine St
4389,Type,Natural Gas Leak
4389,Datetime,05/07/2019 12:59:00 PM
4389,Latitude,47.615317
4389,Longitude,-122.349594
4389,Incident Number,F190046121
4390,Address,302 Ne Northgate Way
4390,Type,Rescue Elevator
4390,Datetime,05/07/2019 12:56:00 PM
4390,Latitude,47.708611
4390,Longitude,-122.325928
4390,Incident Number,F190046120
4391,Address,1524 2nd Av W
4391,Type,Medic Response
4391,Datetime,05/07/2019 12:56:00 PM
4391,Latitude,47.632605
4391,Longitude,-122.359678
4391,Incident Number,F190046119
4392,Address,4536 16th Av Ne
4392,Type,Auto Fire Alarm
4392,Datetime,05/07/2019 12:53:00 PM
4392,Latitude,47.66158
4392,Longitude,-122.310854
4392,Incident Number,F190046117
4393,Address,2nd Av / Pike St
4393,Type,Medic Response
4393,Datetime,05/07/2019 12:50:00 PM
4393,Latitude,47.609285
4393,Longitude,-122.338904
